,Disease,Symptom1,Symptom2,Symptom3,Symptom4
4133,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4134,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
4135,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
4136,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
4137,Acne, skinrash, pusfilledpimples, blackheads, scurring
4138,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
4139,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
4140,Impetigo, skinrash, highfever, blister, redsorearoundnose
4141,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
4142,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
4143,GERD, stomachpain, acidity, ulcersontongue, vomiting
4144,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
4145,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
4146,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
4147,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
4148,Diabetes , fatigue, weightloss, restlessness, lethargy
4149,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
4150,Bronchial Asthma, fatigue, cough, highfever, breathlessness
4151,Hypertension , headache, chestpain, dizziness, lossofbalance
4152,Migraine, acidity, indigestion, headache, blurredanddistortedvision
4153,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
4154,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
4155,Jaundice,itching, vomiting, fatigue, weightloss
4156,Malaria, chills, vomiting, highfever, sweating
4157,Chicken pox,itching, skinrash, fatigue, lethargy
4158,Dengue, skinrash, chills, jointpain, vomiting
4159,Typhoid, chills, vomiting, fatigue, highfever
4160,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
4161,Hepatitis B,itching, fatigue, lethargy, yellowishskin
4162,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
4163,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
4164,Hepatitis E, jointpain, vomiting, fatigue, highfever
4165,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
4166,Tuberculosis, chills, vomiting, fatigue, weightloss
4167,Common Cold, continuoussneezing, chills, fatigue, cough
4168,Pneumonia, chills, fatigue, cough, highfever
4169,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
4170,Heart attack, vomiting, breathlessness, sweating, chestpain
4171,Varicose veins, fatigue, cramps, bruising, obesity
4172,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
4173,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
4174,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4175,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
4176,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
4177,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
4178,Acne, skinrash, pusfilledpimples, blackheads, scurring
4179,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
4180,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
4181,Impetigo, skinrash, highfever, blister, redsorearoundnose
4182,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
4183,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
4184,GERD, stomachpain, acidity, ulcersontongue, vomiting
4185,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
4186,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
4187,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
4188,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
4189,Diabetes , fatigue, weightloss, restlessness, lethargy
4190,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
4191,Bronchial Asthma, fatigue, cough, highfever, breathlessness
4192,Hypertension , headache, chestpain, dizziness, lossofbalance
4193,Migraine, acidity, indigestion, headache, blurredanddistortedvision
4194,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
4195,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
4196,Jaundice,itching, vomiting, fatigue, weightloss
4197,Malaria, chills, vomiting, highfever, sweating
4198,Chicken pox,itching, skinrash, fatigue, lethargy
4199,Dengue, skinrash, chills, jointpain, vomiting
4200,Typhoid, chills, vomiting, fatigue, highfever
4201,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
4202,Hepatitis B,itching, fatigue, lethargy, yellowishskin
4203,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
4204,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
4205,Hepatitis E, jointpain, vomiting, fatigue, highfever
4206,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
4207,Tuberculosis, chills, vomiting, fatigue, weightloss
4208,Common Cold, continuoussneezing, chills, fatigue, cough
4209,Pneumonia, chills, fatigue, cough, highfever
4210,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
4211,Heart attack, vomiting, breathlessness, sweating, chestpain
4212,Varicose veins, fatigue, cramps, bruising, obesity
4213,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
4214,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
4215,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4216,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
4217,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
4218,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
4219,Acne, skinrash, pusfilledpimples, blackheads, scurring
4220,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
4221,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
4222,Impetigo, skinrash, highfever, blister, redsorearoundnose
4223,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
4224,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
4225,GERD, stomachpain, acidity, ulcersontongue, vomiting
4226,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
4227,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
4228,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
4229,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
4230,Diabetes , fatigue, weightloss, restlessness, lethargy
4231,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
4232,Bronchial Asthma, fatigue, cough, highfever, breathlessness
4233,Hypertension , headache, chestpain, dizziness, lossofbalance
4234,Migraine, acidity, indigestion, headache, blurredanddistortedvision
4235,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
4236,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
4237,Jaundice,itching, vomiting, fatigue, weightloss
4238,Malaria, chills, vomiting, highfever, sweating
4239,Chicken pox,itching, skinrash, fatigue, lethargy
4240,Dengue, skinrash, chills, jointpain, vomiting
4241,Typhoid, chills, vomiting, fatigue, highfever
4242,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
4243,Hepatitis B,itching, fatigue, lethargy, yellowishskin
4244,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
4245,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
4246,Hepatitis E, jointpain, vomiting, fatigue, highfever
4247,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
4248,Tuberculosis, chills, vomiting, fatigue, weightloss
4249,Common Cold, continuoussneezing, chills, fatigue, cough
4250,Pneumonia, chills, fatigue, cough, highfever
4251,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
4252,Heart attack, vomiting, breathlessness, sweating, chestpain
4253,Varicose veins, fatigue, cramps, bruising, obesity
4254,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
4255,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
4256,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4257,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
4258,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
4259,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
4260,Acne, skinrash, pusfilledpimples, blackheads, scurring
4261,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
4262,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
4263,Impetigo, skinrash, highfever, blister, redsorearoundnose
4264,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
4265,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
4266,GERD, stomachpain, acidity, ulcersontongue, vomiting
4267,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
4268,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
4269,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
4270,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
4271,Diabetes , fatigue, weightloss, restlessness, lethargy
4272,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
4273,Bronchial Asthma, fatigue, cough, highfever, breathlessness
4274,Hypertension , headache, chestpain, dizziness, lossofbalance
4275,Migraine, acidity, indigestion, headache, blurredanddistortedvision
4276,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
4277,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
4278,Jaundice,itching, vomiting, fatigue, weightloss
4279,Malaria, chills, vomiting, highfever, sweating
4280,Chicken pox,itching, skinrash, fatigue, lethargy
4281,Dengue, skinrash, chills, jointpain, vomiting
4282,Typhoid, chills, vomiting, fatigue, highfever
4283,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
4284,Hepatitis B,itching, fatigue, lethargy, yellowishskin
4285,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
4286,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
4287,Hepatitis E, jointpain, vomiting, fatigue, highfever
4288,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
4289,Tuberculosis, chills, vomiting, fatigue, weightloss
4290,Common Cold, continuoussneezing, chills, fatigue, cough
4291,Pneumonia, chills, fatigue, cough, highfever
4292,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
4293,Heart attack, vomiting, breathlessness, sweating, chestpain
4294,Varicose veins, fatigue, cramps, bruising, obesity
4295,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
4296,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
4297,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4298,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
4299,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
4300,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
4301,Acne, skinrash, pusfilledpimples, blackheads, scurring
4302,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
4303,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
4304,Impetigo, skinrash, highfever, blister, redsorearoundnose
4305,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
4306,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
4307,GERD, stomachpain, acidity, ulcersontongue, vomiting
4308,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
4309,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
4310,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
4311,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
4312,Diabetes , fatigue, weightloss, restlessness, lethargy
4313,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
4314,Bronchial Asthma, fatigue, cough, highfever, breathlessness
4315,Hypertension , headache, chestpain, dizziness, lossofbalance
4316,Migraine, acidity, indigestion, headache, blurredanddistortedvision
4317,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
4318,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
4319,Jaundice,itching, vomiting, fatigue, weightloss
4320,Malaria, chills, vomiting, highfever, sweating
4321,Chicken pox,itching, skinrash, fatigue, lethargy
4322,Dengue, skinrash, chills, jointpain, vomiting
4323,Typhoid, chills, vomiting, fatigue, highfever
4324,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
4325,Hepatitis B,itching, fatigue, lethargy, yellowishskin
4326,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
4327,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
4328,Hepatitis E, jointpain, vomiting, fatigue, highfever
4329,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
4330,Tuberculosis, chills, vomiting, fatigue, weightloss
4331,Common Cold, continuoussneezing, chills, fatigue, cough
4332,Pneumonia, chills, fatigue, cough, highfever
4333,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
4334,Heart attack, vomiting, breathlessness, sweating, chestpain
4335,Varicose veins, fatigue, cramps, bruising, obesity
4336,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
4337,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
4338,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4339,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
4340,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
4341,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
4342,Acne, skinrash, pusfilledpimples, blackheads, scurring
4343,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
4344,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
4345,Impetigo, skinrash, highfever, blister, redsorearoundnose
4346,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
4347,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
4348,GERD, stomachpain, acidity, ulcersontongue, vomiting
4349,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
4350,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
4351,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
4352,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
4353,Diabetes , fatigue, weightloss, restlessness, lethargy
4354,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
4355,Bronchial Asthma, fatigue, cough, highfever, breathlessness
4356,Hypertension , headache, chestpain, dizziness, lossofbalance
4357,Migraine, acidity, indigestion, headache, blurredanddistortedvision
4358,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
4359,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
4360,Jaundice,itching, vomiting, fatigue, weightloss
4361,Malaria, chills, vomiting, highfever, sweating
4362,Chicken pox,itching, skinrash, fatigue, lethargy
4363,Dengue, skinrash, chills, jointpain, vomiting
